id,type,term,sense,translation,example_de,example_en,levels,part_of_speech,native_frequency_rating,native_frequency_label,native_frequency_notes,rated_by,rated_at,corpus_rank,register,regional_labels,contexts,tags,gender,plural,genitive_singular,is_reflexive,is_separable,auxiliary,present_er_sie_es,praeteritum,partizip_ii,valency,collocations,synonyms,antonyms,false_friends,source_name,source_url,review_status
718,word,Schrank,large piece of furniture with doors for storage,"cupboard; wardrobe; cabinet",Die Gläser stehen im Schrank.,The glasses are in the cupboard.,A1,noun,4,high,Core domestic furniture noun,curator,2026-03-28,320,standard,DACH,"housing;furniture","noun;furniture",masculine,Schränke,Schrankes,FALSE,FALSE,,,,,,none,"im Schrank stehen; Kleiderschrank; Küchenschrank","Kasten; Spind",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
719,word,schreiben,to record letters or compose text with pen or keyboard,to write,Er schreibt jeden Tag fünfzig E-Mails.,He writes fifty emails every day.,A1,verb,5,very high,Fundamental communication and literacy verb,curator,2026-03-28,48,standard,DACH,"communication;work","verb;;",,,FALSE,FALSE,haben,schreibt,schrieb,geschrieben,"+ Dativ + Akkusativ; an + Akkusativ","einen Brief schreiben; eine Nachricht schreiben","verfassen; notieren",lesen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
720,word,Schuh,protective external covering for the human foot,shoe,Zieh die Schuhe aus!,Take off your shoes!,A1,noun,5,very high,Core clothing and apparel noun,curator,2026-03-28,290,standard,DACH,"clothing;daily life","noun;clothing",masculine,Schuhe,Schuhes,FALSE,FALSE,,,,,,none,"die Schuhe anziehen; neue Schuhe kaufen; Sportschuhe","Fußbekleidung; Stiefel",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
721,word,Schule,educational institution where students learn,school,Meine Tochter geht schon in die Schule. / Die Schule ist gleich hier um die Ecke.,My daughter already goes to school. / The school is right around the corner.,A1,noun,5,very high,Core educational infrastructure noun,curator,2026-03-28,95,standard,DACH,"education;children","noun;education",feminine,Schulen,Schule,FALSE,FALSE,,,,,,none,"in die Schule gehen; nach der Schule; Sprachschule","Bildungsanstalt; Lehranstalt",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
722,word,Schüler,learner attending an elementary secondary or language school,"student; pupil",In meinem Kurs sind acht Schülerinnen und fünf Schüler.,In my course there are eight female students and five male students.,A1,noun,4,high,Educational participant noun,curator,2026-03-28,180,standard,DACH,"education;learning","noun;people",masculine,Schüler,Schülers,FALSE,FALSE,,,,,,none,"Schüler und Lehrer; Schüler im Kurs","Lernender; Eleve; Gymnasiast",Lehrer,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
723,word,Schülerin,female learner attending a school,"student (female); pupil",In meinem Kurs sind acht Schülerinnen und fünf Schüler.,In my course there are eight female students and five male students.,A1,noun,4,high,Core educational learner noun,curator,2026-03-28,220,standard,DACH,"education;learning","noun;people",feminine,Schülerinnen,Schülerin,FALSE,FALSE,,,,,,none,"fleißige Schülerin; Schülerin der Klasse","Lernende; Gymnasiastin",Schüler,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
724,word,schwarz,of the darkest color having no reflected light,black,Das Auto ist schwarz.,The car is black.,A1,adjective,5,very high,Core color adjective,curator,2026-03-28,85,standard,DACH,"description;colors","adjective;;",,,FALSE,FALSE,,,,,,none,"schwarzer Kaffee; schwarze Haare",dunkel,weiß,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
725,word,Schweiz,federal confederation in Central Europe,Switzerland,Ich komme aus der Schweiz. Das ist meine Heimat.,I come from Switzerland. That is my homeland.,A1,noun,5,very high,European DACH country name noun,curator,2026-03-28,95,standard,DACH,"geography;countries","noun;geography",feminine,,Schweiz,FALSE,FALSE,,,,,,none,"aus der Schweiz kommen; in die Schweiz fahren",Schweizerische Eidgenossenschaft,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
726,word,Schweizer,male native or citizen of Switzerland,Swiss (male),Er ist Schweizer.,He is Swiss.,A1,noun,4,high,Nationality demographic noun,curator,2026-03-28,310,standard,DACH,"identity;countries","noun;people",masculine,Schweizer,Schweizers,FALSE,FALSE,,,,,,none,"der Schweizer; Schweizer Uhren",Eidgenosse,Schweizerin,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
727,word,Schweizerin,female native or citizen of Switzerland,Swiss (female),Sie ist Schweizerin.,She is a Swiss woman.,A1,noun,4,high,Nationality demographic noun,curator,2026-03-28,390,standard,DACH,"identity;countries","noun;people",feminine,Schweizerinnen,Schweizerin,FALSE,FALSE,,,,,,none,"die Schweizerin; als Schweizerin in Basel wohnen",Eidgenossin,Schweizer,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
728,word,schweizerisch,of or relating to Switzerland its institutions or culture,Swiss,Das ist ein schweizerisches Produkt.,That is a Swiss product.,A1,adjective,4,high,Regional DACH national adjective,curator,2026-03-28,240,standard,DACH,"identity;countries","adjective;;",,,FALSE,FALSE,,,,,,none,"schweizerischer Pass; schweizerische Grenze",helvetisch,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
729,word,schwer,having great physical mass or demanding significant effort,"heavy; difficult",Ist Ihr Gepäck sehr schwer? / Das ist eine schwere Arbeit.,Is your luggage very heavy? / That is hard work.,A1,adjective,5,very high,Core physical and cognitive attribute adjective,curator,2026-03-28,65,standard,DACH,"general;description","adjective;;",,,FALSE,FALSE,,,,,,none,"sehr schwer; schwerer Koffer; schwere Aufgabe","wuchtig; mühsam; kompliziert","leicht; einfach",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
730,word,Schwester,female sibling sharing the same parents,sister,Meine Schwester kommt am Dienstag.,My sister is coming on Tuesday.,A1,noun,5,very high,Core family genealogy noun,curator,2026-03-28,210,standard,DACH,"family;personal","noun;family",feminine,Schwestern,Schwester,FALSE,FALSE,,,,,,none,"meine Schwester; ältere Schwester",weibliches Geschwisterteil,Bruder,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
731,word,Schwimmbad,public recreational pool facility for swimming,swimming pool,Kommst du mit ins Schwimmbad?,Are you coming along to the swimming pool?,A1,noun,4,high,Leisure sports facility noun,curator,2026-03-28,490,standard,DACH,"sports;leisure","noun;sports",neuter,Schwimmbäder,Schwimmbades,FALSE,FALSE,,,,,,none,"ins Schwimmbad gehen; im Schwimmbad sein","Badeanstalt; Freibad; Hallenbad",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
732,word,schwimmen,to propel oneself through water using bodily movements,to swim,Ich schwimme jeden Tag einen Kilometer.,I swim one kilometer every day.,A1,verb,4,high,Sports and leisure physical verb,curator,2026-03-28,340,standard,DACH,"sports;leisure","verb;sports;;",,,FALSE,FALSE,sein,schwimmt,schwamm,geschwommen,"intransitive; in + Dativ","im See schwimmen; gern schwimmen","baden; paddeln","baden; paddeln",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
733,word,sechs,cardinal number following five and preceding seven,six,Ich schlafe meistens sechs Stunden.,I usually sleep six hours.,A1,numeral,5,very high,Fundamental cardinal number,curator,2026-03-28,75,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"sechs Uhr; um sechs",Sextett,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
734,word,sechzehn,cardinal number following fifteen and preceding seventeen,sixteen,Die Gruppe beginnt um sechzehn Uhr.,The group begins at sixteen o'clock (4 PM).,A1,numeral,4,high,Cardinal number,curator,2026-03-28,230,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"sechzehn Uhr; sechzehn Jahre alt",Sechzehntel,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
735,word,sechzig,cardinal number equal to six tens,sixty,Er fährt sechzig Kilometer pro Stunde.,He is driving sixty kilometers per hour.,A1,numeral,4,high,Core cardinal ten-unit,curator,2026-03-28,160,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"sechzig Jahre; sechzig Minuten",Sechzigstel,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
736,word,See,large inland body of standing fresh or salt water,lake,Komm wir fahren zum Starnberger See.,"Come on, let's drive to Lake Starnberg.",A1,noun,4,high,Core geography and outdoor nature noun,curator,2026-03-28,210,standard,DACH,"travel;nature","noun;geography",masculine,Seen,Sees,FALSE,FALSE,,,,,,none,"am See liegen; an den See fahren",Binnengewässer,Meer,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
737,word,sehen,"to perceive visually with the eyes; to meet or watch","to see; to watch",Ich kann dich nicht sehen. / Ich habe diesen Jungen schon einmal gesehen.,I cannot see you. / I have seen this boy before.,A1,verb,5,very high,Top-tier sensory visual verb,curator,2026-03-28,18,standard,DACH,"sensory;general","verb;;",,,FALSE,FALSE,haben,sieht,sah,gesehen,"+ Akkusativ; intransitive","einen Film sehen; sich wiedersehen; fernsehen","erblicken; anschauen; betrachten",übersehen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
738,word,Sehenswürdigkeit,prominent historic or cultural monument attracting tourists,"sight; tourist attraction",Welche Sehenswürdigkeiten gibt es in Frankfurt?,What sights are there in Frankfurt?,A1,noun,4,high,Core tourism travel noun,curator,2026-03-28,620,standard,DACH,"travel;culture","noun;tourism",feminine,Sehenswürdigkeiten,Sehenswürdigkeit,FALSE,FALSE,,,,,,none,"die Sehenswürdigkeiten besichtigen; berühmte Sehenswürdigkeit","Attraktion; Denkmal; Highlight",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
739,word,sehr,in high degree or to a great extent,"very; very much",Danke sehr! / Das ist sehr schwer.,Thank you very much! / That is very difficult.,A1,adverb,5,very high,Core intensifying degree adverb,curator,2026-03-28,14,standard,DACH,general,"adverb;degree;;",,,FALSE,FALSE,,,,,,none,"sehr gut; sehr viel; danke sehr","überaus; ungemein; enorm","kaum; wenig",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
740,word,sein,"copula verb expressing existence or identity; auxiliary verb",to be,Herr Müller ist in seinem Zimmer. / Mir ist kalt. / Ich bin dreiundzwanzig.,Mr. Müller is in his room. / I am cold. / I am twenty-three.,A1,verb,5,very high,Top-tier existence and copular auxiliary verb,curator,2026-03-28,1,standard,DACH,"grammar;general","verb;auxiliary;;",,,FALSE,FALSE,sein,ist,war,gewesen,"+ Prädikativ; an + Dativ; in + Dativ","zu Hause sein; verheiratet sein; da sein","existieren; sich befinden","existieren; sich befinden",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
741,word,seit,starting at a past moment and continuing until now,"since; for",Ich wohne seit drei Jahren in Köln.,I have lived in Cologne for three years.,A1,preposition,5,very high,Core continuous duration preposition,curator,2026-03-28,38,standard,DACH,"time;general","preposition;time;;",,,FALSE,FALSE,,,,,+ Dativ,"seit gestern; seit einem Jahr; seit wann","von ... an; ab",,,not English 'site' (Website),Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
742,word,Sekunde,unit of time equal to one sixtieth of a minute,second (time),Warten Sie bitte eine Sekunde.,Please wait a second.,A1,noun,4,high,Temporal measurement noun,curator,2026-03-28,320,standard,DACH,"time;measurements","noun;time",feminine,Sekunden,Sekunde,FALSE,FALSE,,,,,,none,"jede Sekunde zählt; eine Sekunde bitte","Augenblick; Moment",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
743,word,selbstständig,working on one's own account as freelancer or business owner,"self-employed; independent",Er ist selbstständig.,He is self-employed.,A1,adjective,4,high,Employment status and identity adjective,curator,2026-03-28,420,standard,DACH,"work;identity","adjective;work;;",,,FALSE,FALSE,,,,,,none,"selbstständig arbeiten; selbstständig sein","freiberuflich; eigenständig; unabhängig","angestellt; unselbstständig",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
744,word,September,ninth month of the calendar year,September,Ich nehme im September Urlaub.,I am taking vacation in September.,A1,noun,4,high,Core calendar month noun,curator,2026-03-28,225,standard,DACH,"time;calendar","noun;calendar",masculine,September,Septembers,FALSE,FALSE,,,,,,none,"im September; Anfang September",Herbstmonat,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
745,word,sich,third-person reflexive pronoun,"himself; herself; itself; themselves",Sie müssen sich erst anmelden.,You must register first.,A1,pronoun,5,very high,Fundamental 3rd-person reflexive pronoun,curator,2026-03-28,6,standard,DACH,"general;grammar","pronoun;reflexive;;",,,TRUE,FALSE,,,,,,none,"sich freuen; sich waschen; für sich",selbst,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
746,word,sie,third-person singular feminine or third-person plural pronoun,"she; her; they; them",Wie heißt sie?,What is her name?,A1,pronoun,5,very high,Fundamental 3rd-person pronoun,curator,2026-03-28,5,standard,DACH,"general;personal","pronoun;personal;;",,,FALSE,FALSE,,,,,,none,"sie selbst; wer ist sie; sie kommen alle","jene; dieselbe","er; es",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
747,word,Sie,second-person formal address pronoun (singular and plural),you (formal),Wie heißen Sie bitte?,"What is your name, please?",A1,pronoun,5,very high,Fundamental polite address pronoun,curator,2026-03-28,8,standard,DACH,"communication;politeness","pronoun;personal;;",,,FALSE,FALSE,,,,,,none,"wie heißen Sie; können Sie mir helfen",Euer Ehren,"du; ihr",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
748,word,sieben,cardinal number following six and preceding eight,seven,Er kommt um sieben Uhr.,He comes at seven o'clock.,A1,numeral,5,very high,Fundamental cardinal number,curator,2026-03-28,78,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"sieben Tage; sieben Uhr fünfzehn",Siebtel,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
749,word,siebzehn,cardinal number following sixteen and preceding eighteen,seventeen,Dreizehn Uhr siebzehn.,13:17.,A1,numeral,4,high,Cardinal number,curator,2026-03-28,260,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"siebzehn Uhr; siebzehn Euro",Siebzehntel,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
750,word,siebzig,cardinal number equal to seven tens,seventy,Sein Großvater ist schon siebzig.,His grandfather is already seventy.,A1,numeral,4,high,Core cardinal ten-unit,curator,2026-03-28,180,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"siebzig Kilo; siebzig Jahre",Siebzigstel,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
751,word,sitzen,to rest bodily with buttocks supported on a seat,"to sit; to be seated",Wo sitzen Sie?,Where are you sitting?,A1,verb,5,very high,Fundamental static posture verb,curator,2026-03-28,68,standard,DACH,"daily life;general","verb;;",,,FALSE,FALSE,haben,sitzt,saß,gesessen,"intransitive; auf/in + Dativ","auf dem Stuhl sitzen; im Park sitzen","Platz nehmen; hocken","stehen; liegen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
752,word,so,"in that way; to this extent; conversational connector","like this; so; as ... as","Sie müssen das so machen! / Fahren Sie bitte nicht so schnell! / Meine Frau ist so groß wie ich. / So, das war's!","You must do it like this! / Please do not drive so fast! / My wife is as tall as I am. / So, that's it!",A1,adverb,5,very high,Top-tier comparative modal and discourse adverb,curator,2026-03-28,11,standard,DACH,"communication;general","adverb;connector;;",,,FALSE,FALSE,,,,,,none,"so wie; so viel; genau so; ach so","auf diese Weise; derartig",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
753,word,Sofa,upholstered comfortable long seat with back and arms,"sofa; couch",Das Sofa ist neu.,The sofa is new.,A1,noun,4,high,Core living room furniture noun,curator,2026-03-28,480,standard,DACH,"housing;furniture","noun;furniture",neuter,Sofas,Sofas,FALSE,FALSE,,,,,,none,"auf dem Sofa sitzen; neues Sofa kaufen","Couch; Kanapee; Polsterbank",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
754,word,sofort,"without any delay whatsoever; right away","immediately; right away",Bitte antworten Sie sofort.,Please reply immediately.,A1,adverb,5,very high,Core promptness temporal adverb,curator,2026-03-28,82,standard,DACH,"time;communication","adverb;time;;",,,FALSE,FALSE,,,,,,none,"sofort kommen; nicht sofort; ab sofort","augenblicklich; gleich; unverzüglich","später; irgendwann",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
755,word,Sohn,male child in relation to his parents,son,"Das ist Hans, mein Sohn.","That is Hans, my son.",A1,noun,5,very high,Core family genealogy noun,curator,2026-03-28,180,standard,DACH,"family;personal","noun;family",masculine,Söhne,Sohnes,FALSE,FALSE,,,,,,none,"mein Sohn; Vater und Sohn",männlicher Nachkomme,Tochter,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
756,word,sollen,modal verb indicating requirement suggestion or moral duty,"should; ought to; to be supposed to",Soll ich kommen? / Was soll ich mitbringen?,Should I come? / What should I bring?,A1,verb,5,very high,Core modal verb of obligation/suggestion,curator,2026-03-28,26,standard,DACH,"grammar;modal","verb;modal;;",,,FALSE,FALSE,haben,soll,sollte,gesollt,+ Infinitiv,"was soll das; du sollst lernen","die Pflicht haben; bestimmt sein zu","verpflichtet sein; den Auftrag haben",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
757,word,Sommer,warmest season of the year between spring and autumn,summer,Im Sommer ist es bis 21 Uhr hell.,In summer it is light until 21:00.,A1,noun,5,very high,Core calendar season noun,curator,2026-03-28,140,standard,DACH,"time;nature","noun;season",masculine,Sommer,Sommers,FALSE,FALSE,,,,,,none,"im Sommer; Sommerurlaub; heißer Sommer",Sommerzeit,Winter,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
758,word,Sonnabend,northern/eastern German designation for Saturday,Saturday,Der Laden öffnet am Sonnabend.,The shop opens on Saturday.,A1,noun,4,high,Regional calendar weekday noun,curator,2026-03-28,310,standard,"DE-North;DE-East","time;calendar","noun;calendar",masculine,Sonnabende,Sonnabends,FALSE,FALSE,,,,,,none,"am Sonnabend; Sonnabend früh",Samstag,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
759,word,Sonne,luminous planetary body providing warmth and light to Earth,sun,Die Sonne scheint.,The sun is shining.,A1,noun,5,very high,Core nature and weather noun,curator,2026-03-28,125,standard,DACH,"weather;nature","noun;nature",feminine,,Sonne,FALSE,FALSE,,,,,,none,"in der Sonne liegen; die Sonne geht auf","Zentralgestirn; Sonnenschein",Mond,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
760,word,Sonntag,last day of the week and day of rest,Sunday,Am Sonntag frühstücke ich gern im Bett.,On Sunday I like having breakfast in bed.,A1,noun,5,very high,Core weekend calendar noun,curator,2026-03-28,145,standard,DACH,"time;calendar","noun;calendar",masculine,Sonntage,Sonntags,FALSE,FALSE,,,,,,none,"am Sonntag; Sonntagskuchen; jeden Sonntag",Ruhetag,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
761,word,Spanien,sovereign state located on the Iberian Peninsula,Spain,Meine Familie lebt in Spanien.,My family lives in Spain.,A1,noun,5,very high,European country name noun,curator,2026-03-28,140,standard,DACH,"geography;countries","noun;geography",neuter,,Spaniens,FALSE,FALSE,,,,,,none,"nach Spanien reisen; Urlaub in Spanien",Königreich Spanien,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
762,word,Spanier,male native or citizen of Spain,Spaniard (male),Ich bin auch Spanier.,I am also Spanish (a Spaniard).,A1,noun,4,high,Nationality demographic noun,curator,2026-03-28,460,standard,DACH,"identity;countries","noun;people",masculine,Spanier,Spaniers,FALSE,FALSE,,,,,,none,"der Spanier; stolzer Spanier",spanischer Bürger,Spanierin,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
763,word,Spanierin,female native or citizen of Spain,Spaniard (female),Sie ist Spanierin.,She is Spanish (a Spaniard).,A1,noun,4,high,Nationality demographic noun,curator,2026-03-28,520,standard,DACH,"identity;countries","noun;people",feminine,Spanierinnen,Spanierin,FALSE,FALSE,,,,,,none,"die Spanierin; Conchi ist Spanierin",spanische Bürgerin,Spanier,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
764,word,spanisch,of or relating to Spain its culture or language,Spanish,Ich lerne Spanisch.,I am learning Spanish.,A1,adjective,5,very high,National origin and linguistic adjective,curator,2026-03-28,210,standard,DACH,"language;identity","adjective;;",,,FALSE,FALSE,,,,,,none,"auf Spanisch; spanische Sprache; spanischer Wein",iberisch,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
765,word,spät,"occurring after the scheduled or customary time; advanced in time",late,"Es ist schon spät, ich muss gehen.","It is already late, I must go.",A1,adjective,5,very high,Core temporal adjective/adverb,curator,2026-03-28,68,standard,DACH,"time;general","adverb;time;;",,,FALSE,FALSE,,,,,,none,"zu spät kommen; wie spät ist es","verspätet; abendlich",früh,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
766,word,später,"at an ensuing future time; comparative of spät",later,Das können wir später machen.,We can do that later.,A1,adverb,5,very high,Core future sequencing adverb,curator,2026-03-28,88,standard,DACH,"time;general","adverb;time;;",,,FALSE,FALSE,,,,,,none,"bis später; später kommen; etwas später","nachher; danach","früher; jetzt",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
767,word,Speise,prepared food dish served at a meal,"dish; food; course",Auf der Karte stehen viele Speisen.,There are many dishes on the menu.,A1,noun,4,high,Gastronomy and restaurant food noun,curator,2026-03-28,440,standard,DACH,"food;dining","noun;food",feminine,Speisen,Speise,FALSE,FALSE,,,,,,none,"Speisen und Getränke; süße Speise","Gericht; Mahlzeit; Kost",Getränk,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
768,word,Speisekarte,printed sheet or booklet listing available restaurant dishes,menu,Bringen Sie mir die Speisekarte bitte.,"Bring me the menu, please.",A1,noun,4,high,Core dining and gastronomy noun,curator,2026-03-28,580,standard,DACH,"dining;food","noun;dining",feminine,Speisekarten,Speisekarte,FALSE,FALSE,,,,,,none,"die Speisekarte studieren; auf der Speisekarte","Menükarte; Menü; Speisenfolge",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
769,word,spielen,to take part in a game sport or musical activity,to play,Die Kinder spielen draußen. / Spielen Sie Karten?,The children are playing outside. / Do you play cards?,A1,verb,5,very high,Core leisure recreation and sports verb,curator,2026-03-28,60,standard,DACH,"sports;leisure","verb;;",,,FALSE,FALSE,haben,spielt,spielte,gespielt,"+ Akkusativ; intransitive; mit + Dativ","Fußball spielen; Klavier spielen; Theater spielen","zocken; sich vergnügen; musizieren",arbeiten,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
770,word,Sport,organized athletic activities requiring physical exertion,"sports; physical exercise",Ich mache viel Sport.,I do a lot of sports.,A1,noun,5,very high,Core leisure health and fitness noun,curator,2026-03-28,190,standard,DACH,"sports;health","noun;sports",masculine,,Sportes,FALSE,FALSE,,,,,,none,"Sport treiben; Sport machen; Sportverein","Leibesertüchtigung; Fitness; Leichtathletik",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
771,word,Sportschuh,sturdy shoe designed for athletic activity and exercise,"athletic shoe; sneaker",Heute sind Sportschuhe im Angebot.,Today sports shoes are on sale.,A1,noun,4,high,Footwear apparel noun,curator,2026-03-28,520,standard,DACH,"shopping;sports","noun;clothing",masculine,Sportschuhe,Sportschuhs,FALSE,FALSE,,,,,,none,"Sportschuhe kaufen; bequeme Sportschuhe","Sneaker; Turnschuh",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
772,word,Sprache,structured communicative vocal system used by humans,language,Welche Sprachen sprichst du?,Which languages do you speak?,A1,noun,5,very high,Core linguistic and cultural noun,curator,2026-03-28,110,standard,DACH,"language;learning","noun;language",feminine,Sprachen,Sprache,FALSE,FALSE,,,,,,none,"eine Fremdsprache lernen; meine Muttersprache","Zunge; Idiom; Mundart",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
773,word,sprechen,to communicate ideas using vocal words,"to speak; to talk",Kann ich (mit) Herrn Klein sprechen?,Can I speak with Mr. Klein?,A1,verb,5,very high,Top-tier communication verb,curator,2026-03-28,34,standard,DACH,"communication;language","verb;;",,,FALSE,FALSE,haben,spricht,sprach,gesprochen,"intransitive; mit + Dativ; über + Akkusativ","Deutsch sprechen; laut sprechen; mit jemandem sprechen","reden; unterhalten; sagen",schweigen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
774,word,Staatsangehörigkeit,legal status of belonging to a specific nation,"nationality; citizenship",Welche Staatsangehörigkeit haben Sie?,What citizenship do you hold?,A1,noun,4,high,Official legal identity noun,curator,2026-03-28,580,standard,DACH,"identity;official forms","noun;identity",feminine,Staatsangehörigkeiten,Staatsangehörigkeit,FALSE,FALSE,,,,,,none,"deutsche Staatsangehörigkeit; Staatsangehörigkeit eintragen","Staatsbürgerschaft; Nationalität",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
775,word,Stadt,large inhabited permanent urban human settlement,"city; town",Heidelberg ist eine alte Stadt.,Heidelberg is an old city.,A1,noun,5,very high,Core geographic and municipal noun,curator,2026-03-28,35,standard,DACH,"geography;spatial","noun;settlement",feminine,Städte,Stadt,FALSE,FALSE,,,,,,none,"in der Stadt wohnen; große Stadt; in die Stadt fahren","Metropole; City; Ortschaft","Land; Dorf",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
776,word,Stadtplan,cartographic map of streets and landmarks of a city,city map,Ich kaufe mir einen Stadtplan.,I buy myself a city map.,A1,noun,4,high,Tourism orientation noun,curator,2026-03-28,680,standard,DACH,"travel;orientation","noun;orientation",masculine,Stadtpläne,Stadtplanes,FALSE,FALSE,,,,,,none,"auf dem Stadtplan suchen; einen Stadtplan kaufen","Stadtkarte; Straßenkarte",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
777,word,stehen,"to occupy a vertical stationary upright position; to be stated in print","to stand; to be located; to be written","Ich glaube es nicht, aber es steht in der Zeitung. / Der Bus steht schon an der Haltestelle.","I don't believe it, but it's in the newspaper. / The bus is already standing at the stop.",A1,verb,5,very high,Top-tier static locative verb,curator,2026-03-28,26,standard,DACH,"spatial;general","verb;;",,,FALSE,FALSE,haben,steht,stand,gestanden,"intransitive; an/in/auf + Dativ","an der Haltestelle stehen; in der Zeitung stehen","sich befinden; verharren","liegen; sitzen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
